DATA design01-hx8k arachne 0  30.16   0.00 340 258 82
DATA design01-hx8k arachne 1  25.06   0.00 381 252 129
DATA design01-hx8k arachne 2  26.03   0.00 408 240 168
DATA design01-hx8k arachne 3  25.24   0.00 634 249 385
DATA design01-hx8k arachne 4  31.91   0.00 339 254 85
DATA design01-hx8k arachne 5  26.20   0.00 363 269 94
DATA design01-hx8k arachne 6  27.23   0.00 382 255 127
DATA design01-hx8k arachne 7  27.56   0.00 371 255 116
DATA design01-hx8k arachne 8  26.70   0.00 366 254 112
DATA design01-hx8k arachne 9  32.27   0.00 357 250 107
DATA design01-hx8k nextpnr 0  39.29  35.06 607 551 56
DATA design01-hx8k nextpnr 1  37.08  34.16 606 553 53
DATA design01-hx8k nextpnr 2  38.04  34.73 584 546 38
DATA design01-hx8k nextpnr 3  35.68  34.11 605 563 42
DATA design01-hx8k nextpnr 4  37.68  34.67 602 549 53
DATA design01-hx8k nextpnr 5  37.95  34.90 591 558 33
DATA design01-hx8k nextpnr 6  38.34  34.77 594 546 48
DATA design01-hx8k nextpnr 7  38.71  35.43 596 552 44
DATA design01-hx8k nextpnr 8  37.36  34.29 580 546 34
DATA design01-hx8k nextpnr 9  38.87  35.97 552 506 46
DATA design02-hx1k arachne 0  50.58   0.00 26 21 5
DATA design02-hx1k arachne 1  54.56   0.00 25 20 5
DATA design02-hx1k arachne 2  59.52   0.00 28 23 5
ERROR design02-hx1k arachne 3 fatal error: failed to route
DATA design02-hx1k arachne 4  53.22   0.00 24 19 5
ERROR design02-hx1k arachne 5 fatal error: failed to route
DATA design02-hx1k arachne 6  55.28   0.00 25 19 6
DATA design02-hx1k arachne 7  52.00   0.00 27 22 5
ERROR design02-hx1k arachne 8 fatal error: failed to route
DATA design02-hx1k arachne 9  55.68   0.00 26 20 6
DATA design02-hx1k nextpnr 0  69.35  71.57 52 48 4
DATA design02-hx1k nextpnr 1  73.05  74.36 58 54 4
DATA design02-hx1k nextpnr 2  70.77  71.57 49 45 4
DATA design02-hx1k nextpnr 3  74.96  73.37 54 50 4
DATA design02-hx1k nextpnr 4  68.49  70.34 61 57 4
DATA design02-hx1k nextpnr 5  71.12  73.26 55 51 4
DATA design02-hx1k nextpnr 6  69.98  68.15 56 51 5
ERROR design02-hx1k nextpnr 7 ERROR: failed to place cell '$abc$9046$auto$blifparse.cc:492:parse_blif$9610_LC' of type 'ICESTORM_LC' (ripup iteration limit exceeded)
ERROR design02-hx1k nextpnr 7 ERROR: Placing design failed.
DATA design02-hx1k nextpnr 8  69.44  67.93 56 52 4
DATA design02-hx1k nextpnr 9  70.62  69.99 56 53 3
DATA design02-hx8k arachne 0  57.54   0.00 44 23 21
DATA design02-hx8k arachne 1  57.57   0.00 43 23 20
DATA design02-hx8k arachne 2  56.56   0.00 44 24 20
DATA design02-hx8k arachne 3  56.95   0.00 44 24 20
DATA design02-hx8k arachne 4  56.15   0.00 44 23 21
DATA design02-hx8k arachne 5  56.72   0.00 43 23 20
DATA design02-hx8k arachne 6  63.05   0.00 45 24 21
DATA design02-hx8k arachne 7  57.70   0.00 43 22 21
DATA design02-hx8k arachne 8  54.61   0.00 44 23 21
DATA design02-hx8k arachne 9  56.50   0.00 44 24 20
DATA design02-hx8k nextpnr 0  69.54  68.58 77 71 6
DATA design02-hx8k nextpnr 1  72.10  73.72 76 70 6
DATA design02-hx8k nextpnr 2  74.02  73.03 78 72 6
DATA design02-hx8k nextpnr 3  75.53  76.96 79 73 6
DATA design02-hx8k nextpnr 4  74.40  77.10 80 74 6
DATA design02-hx8k nextpnr 5  73.05  74.17 78 72 6
DATA design02-hx8k nextpnr 6  71.48  71.10 78 72 6
DATA design02-hx8k nextpnr 7  71.38  75.26 83 78 5
DATA design02-hx8k nextpnr 8  69.40  69.75 84 78 6
DATA design02-hx8k nextpnr 9  66.45  69.02 79 73 6
DATA design03-up5k arachne 0   6.74   0.00 257 182 75
DATA design03-up5k arachne 1   6.74   0.00 254 183 71
DATA design03-up5k arachne 2   6.51   0.00 271 183 88
DATA design03-up5k arachne 3   6.52   0.00 262 182 80
DATA design03-up5k arachne 4   6.40   0.00 277 182 95
DATA design03-up5k arachne 5   6.36   0.00 306 175 131
ERROR design03-up5k arachne 6 fatal error: failed to route
DATA design03-up5k arachne 7   6.01   0.00 261 182 79
DATA design03-up5k arachne 8   6.27   0.00 267 183 84
DATA design03-up5k arachne 9   6.60   0.00 271 185 86
DATA design03-up5k nextpnr 0   8.29   8.34 448 327 121
DATA design03-up5k nextpnr 1   8.12   8.14 428 329 99
DATA design03-up5k nextpnr 2   8.17   8.10 450 331 119
DATA design03-up5k nextpnr 3   8.29   8.33 444 332 112
DATA design03-up5k nextpnr 4   8.18   8.16 436 332 104
DATA design03-up5k nextpnr 5   8.02   8.02 463 353 110
DATA design03-up5k nextpnr 6   8.20   8.28 426 344 82
DATA design03-up5k nextpnr 7   7.91   8.04 406 327 79
DATA design03-up5k nextpnr 8   8.60   8.54 406 333 73
DATA design03-up5k nextpnr 9   8.10   8.25 427 336 91
