DATA design01-hx8k arachne 0  28.20   0.00 358 253 105
DATA design01-hx8k arachne 1  27.77   0.00 360 257 103
DATA design01-hx8k arachne 2  27.24   0.00 371 274 97
ERROR design01-hx8k arachne 3 fatal error: failed to route
DATA design01-hx8k arachne 4  27.36   0.00 364 260 104
DATA design01-hx8k arachne 5  27.50   0.00 397 260 137
DATA design01-hx8k arachne 6  28.76   0.00 355 257 98
DATA design01-hx8k arachne 7  25.36   0.00 383 251 132
DATA design01-hx8k arachne 8  28.01   0.00 343 253 90
DATA design01-hx8k arachne 9  30.87   0.00 350 254 96
DATA design01-hx8k nextpnr 0  27.65  27.67 968 720 248
DATA design01-hx8k nextpnr 1  31.86  32.71 794 727 67
DATA design01-hx8k nextpnr 2  32.88  33.34 828 736 92
DATA design01-hx8k nextpnr 3  32.71  33.42 815 719 96
DATA design01-hx8k nextpnr 4  33.09  33.35 832 735 97
DATA design01-hx8k nextpnr 5  32.34  33.03 827 738 89
DATA design01-hx8k nextpnr 6  31.19  31.71 817 726 91
DATA design01-hx8k nextpnr 7  31.51  32.16 782 724 58
DATA design01-hx8k nextpnr 8  32.31  32.70 761 715 46
DATA design01-hx8k nextpnr 9  31.91  32.41 758 677 81
DATA design02-hx1k arachne 0  53.50   0.00 28 23 5
DATA design02-hx1k arachne 1  53.97   0.00 26 20 6
DATA design02-hx1k arachne 2  53.76   0.00 26 20 6
DATA design02-hx1k arachne 3  55.40   0.00 29 23 6
DATA design02-hx1k arachne 4  55.40   0.00 27 22 5
DATA design02-hx1k arachne 5  54.35   0.00 29 23 6
DATA design02-hx1k arachne 6  63.57   0.00 25 20 5
DATA design02-hx1k arachne 7  56.63   0.00 29 24 5
DATA design02-hx1k arachne 8  55.31   0.00 27 22 5
DATA design02-hx1k arachne 9  60.50   0.00 26 21 5
DATA design02-hx1k nextpnr 0  61.46  62.89 81 76 5
DATA design02-hx1k nextpnr 1  67.93  71.20 91 86 5
DATA design02-hx1k nextpnr 2  60.98  63.09 77 73 4
DATA design02-hx1k nextpnr 3  61.96  62.10 84 78 6
DATA design02-hx1k nextpnr 4  71.74  71.70 87 82 5
DATA design02-hx1k nextpnr 5  64.64  66.73 82 77 5
DATA design02-hx1k nextpnr 6  63.37  65.16 95 91 4
DATA design02-hx1k nextpnr 7  67.20  68.72 86 81 5
DATA design02-hx1k nextpnr 8  66.09  66.93 90 85 5
DATA design02-hx1k nextpnr 9  65.75  68.11 91 86 5
DATA design02-hx8k arachne 0  60.53   0.00 44 24 20
DATA design02-hx8k arachne 1  60.50   0.00 45 24 21
DATA design02-hx8k arachne 2  57.34   0.00 44 23 21
DATA design02-hx8k arachne 3  53.05   0.00 44 24 20
DATA design02-hx8k arachne 4  53.42   0.00 46 24 22
DATA design02-hx8k arachne 5  60.17   0.00 43 23 20
DATA design02-hx8k arachne 6  53.50   0.00 46 25 21
DATA design02-hx8k arachne 7  58.48   0.00 45 24 21
DATA design02-hx8k arachne 8  53.82   0.00 42 22 20
DATA design02-hx8k arachne 9  58.79   0.00 45 24 21
DATA design02-hx8k nextpnr 0  68.31  66.24 137 121 16
DATA design02-hx8k nextpnr 1  67.25  64.45 134 118 16
DATA design02-hx8k nextpnr 2  68.49  68.62 134 119 15
DATA design02-hx8k nextpnr 3  68.40  67.68 132 117 15
DATA design02-hx8k nextpnr 4  66.84  64.45 132 116 16
DATA design02-hx8k nextpnr 5  65.88  61.62 130 114 16
DATA design02-hx8k nextpnr 6  69.40  72.54 136 120 16
DATA design02-hx8k nextpnr 7  69.01  71.69 133 118 15
DATA design02-hx8k nextpnr 8  68.17  66.27 130 115 15
DATA design02-hx8k nextpnr 9  71.94  74.65 134 119 15
DATA design03-up5k arachne 0   6.07   0.00 348 169 179
DATA design03-up5k arachne 1   6.43   0.00 265 171 94
DATA design03-up5k arachne 2   6.45   0.00 262 174 88
DATA design03-up5k arachne 3   6.71   0.00 258 180 78
DATA design03-up5k arachne 4   6.12   0.00 287 172 115
DATA design03-up5k arachne 5   6.55   0.00 284 170 114
DATA design03-up5k arachne 6   7.03   0.00 246 185 61
DATA design03-up5k arachne 7   6.32   0.00 267 185 82
DATA design03-up5k arachne 8   5.99   0.00 311 173 138
DATA design03-up5k arachne 9   6.53   0.00 290 177 113
DATA design03-up5k nextpnr 0   7.64   7.65 524 471 53
DATA design03-up5k nextpnr 1   7.39   7.42 530 480 50
DATA design03-up5k nextpnr 2   7.57   7.74 571 522 49
DATA design03-up5k nextpnr 3   7.27   7.44 597 498 99
DATA design03-up5k nextpnr 4   7.36   7.45 540 473 67
DATA design03-up5k nextpnr 5   7.25   7.24 569 509 60
DATA design03-up5k nextpnr 6   7.58   7.58 539 469 70
DATA design03-up5k nextpnr 7   7.54   7.65 551 497 54
DATA design03-up5k nextpnr 8   7.79   7.91 518 475 43
DATA design03-up5k nextpnr 9   7.30   7.26 552 477 75
