DATA design01-hx8k arachne 0  28.20   0.00 362 257 105
DATA design01-hx8k arachne 1  27.77   0.00 368 263 105
DATA design01-hx8k arachne 2  27.24   0.00 369 270 99
ERROR design01-hx8k arachne 3 fatal error: failed to route
DATA design01-hx8k arachne 4  27.36   0.00 379 272 107
DATA design01-hx8k arachne 5  27.50   0.00 403 265 138
DATA design01-hx8k arachne 6  28.76   0.00 361 261 100
DATA design01-hx8k arachne 7  25.36   0.00 388 253 135
DATA design01-hx8k arachne 8  28.01   0.00 348 257 91
DATA design01-hx8k arachne 9  30.87   0.00 349 256 93
DATA design01-hx8k nextpnr 0  29.71  29.34 731 506 225
DATA design01-hx8k nextpnr 1  33.28  33.69 584 513 71
DATA design01-hx8k nextpnr 2  32.08  32.49 601 526 75
DATA design01-hx8k nextpnr 3  32.49  32.67 600 510 90
DATA design01-hx8k nextpnr 4  31.94  32.46 619 522 97
DATA design01-hx8k nextpnr 5  31.65  31.98 583 510 73
DATA design01-hx8k nextpnr 6  31.67  32.49 596 521 75
DATA design01-hx8k nextpnr 7  30.34  30.92 562 508 54
DATA design01-hx8k nextpnr 8  32.80  33.03 537 496 41
DATA design01-hx8k nextpnr 9  31.63  32.21 569 472 97
DATA design02-hx1k arachne 0  53.50   0.00 27 22 5
DATA design02-hx1k arachne 1  53.97   0.00 27 21 6
DATA design02-hx1k arachne 2  53.76   0.00 24 19 5
DATA design02-hx1k arachne 3  55.40   0.00 28 23 5
DATA design02-hx1k arachne 4  55.40   0.00 26 21 5
DATA design02-hx1k arachne 5  54.35   0.00 28 22 6
DATA design02-hx1k arachne 6  63.57   0.00 27 22 5
DATA design02-hx1k arachne 7  56.63   0.00 28 23 5
DATA design02-hx1k arachne 8  55.31   0.00 28 23 5
DATA design02-hx1k arachne 9  60.50   0.00 26 21 5
DATA design02-hx1k nextpnr 0  61.92  63.70 49 44 5
DATA design02-hx1k nextpnr 1  68.92  71.37 56 51 5
DATA design02-hx1k nextpnr 2  62.42  63.09 49 44 5
DATA design02-hx1k nextpnr 3  57.97  58.08 52 47 5
DATA design02-hx1k nextpnr 4  71.28  71.70 54 49 5
DATA design02-hx1k nextpnr 5  64.77  66.73 55 50 5
DATA design02-hx1k nextpnr 6  64.06  65.97 60 55 5
DATA design02-hx1k nextpnr 7  67.39  68.72 53 49 4
DATA design02-hx1k nextpnr 8  65.02  66.93 56 52 4
DATA design02-hx1k nextpnr 9  66.58  69.60 56 51 5
DATA design02-hx8k arachne 0  60.53   0.00 44 24 20
DATA design02-hx8k arachne 1  60.50   0.00 46 24 22
DATA design02-hx8k arachne 2  57.34   0.00 43 23 20
DATA design02-hx8k arachne 3  53.05   0.00 45 24 21
DATA design02-hx8k arachne 4  53.42   0.00 44 23 21
DATA design02-hx8k arachne 5  60.17   0.00 43 24 19
DATA design02-hx8k arachne 6  53.50   0.00 46 24 22
DATA design02-hx8k arachne 7  58.48   0.00 45 24 21
DATA design02-hx8k arachne 8  53.82   0.00 42 22 20
DATA design02-hx8k arachne 9  58.79   0.00 43 23 20
DATA design02-hx8k nextpnr 0  69.30  66.24 89 73 16
DATA design02-hx8k nextpnr 1  66.23  64.45 89 75 14
DATA design02-hx8k nextpnr 2  68.49  68.62 91 75 16
DATA design02-hx8k nextpnr 3  68.12  62.53 88 74 14
DATA design02-hx8k nextpnr 4  66.53  64.45 88 72 16
DATA design02-hx8k nextpnr 5  65.88  61.62 88 74 14
DATA design02-hx8k nextpnr 6  71.12  74.54 88 72 16
DATA design02-hx8k nextpnr 7  68.78  72.08 90 75 15
DATA design02-hx8k nextpnr 8  67.75  66.27 86 72 14
DATA design02-hx8k nextpnr 9  70.92  72.64 90 74 16
DATA design03-up5k arachne 0   6.07   0.00 351 170 181
DATA design03-up5k arachne 1   6.43   0.00 266 173 93
DATA design03-up5k arachne 2   6.45   0.00 265 177 88
DATA design03-up5k arachne 3   6.71   0.00 259 180 79
DATA design03-up5k arachne 4   6.12   0.00 293 176 117
DATA design03-up5k arachne 5   6.55   0.00 284 170 114
DATA design03-up5k arachne 6   7.03   0.00 244 182 62
DATA design03-up5k arachne 7   6.32   0.00 267 185 82
DATA design03-up5k arachne 8   5.99   0.00 312 174 138
DATA design03-up5k arachne 9   6.53   0.00 289 179 110
DATA design03-up5k nextpnr 0   7.47   7.50 373 326 47
DATA design03-up5k nextpnr 1   7.51   7.55 381 331 50
DATA design03-up5k nextpnr 2   7.90   8.01 399 360 39
DATA design03-up5k nextpnr 3   7.57   7.61 421 346 75
DATA design03-up5k nextpnr 4   6.38   6.40 413 331 82
DATA design03-up5k nextpnr 5   7.99   8.16 404 353 51
DATA design03-up5k nextpnr 6   7.71   7.70 377 320 57
DATA design03-up5k nextpnr 7   7.33   7.43 407 345 62
DATA design03-up5k nextpnr 8   7.43   7.57 376 329 47
DATA design03-up5k nextpnr 9   7.42   7.44 398 331 67
